,app名称,日期,平台,达人名称,达人id,星广任务id,素材标签,书名称,素材md5,素材名称,素材id,素材url,ai素材分类,素材投放日期,素材上传日期,素材类型,消耗,投放激活数,ecpm,实际付费率,实际付费成本,付费收入占比,1日roi,3日roi,7日roi,14日roi,30日roi,累计30日roi,次留率,3日留存率,7日留存率,14日留存率,性别分布,年龄分布,男性用户占比,18以上用户占比,视频3秒播放率,点击率,投放激活成本,激活率,注册率,注册成本,关键行为率,关键行为成本,实际付费成本,实际付费率,素材消耗,含素材消耗,含素材1日roi,含素材3日roi,含素材7日roi,含素材14日roi,含素材30日roi
FALSE,点点穿书,20260410至20260416,"头条,广点通,快手",,,,"混剪,百度,施强混剪,原始,广点通,JB250407何元野45824,种子户过,新cwgwsyyhwbfptcl,快手,优量汇过,抖音,剧情悬念,头条,录屏,影视混剪,HYYLQZLQZ",总,8882f4306912f1b3e4efd4ffb983776d,260409回三委屈小狗,"	7626813869483753481",https://toufang-public.huixuanjiasu.com/pl_video/88/8882f4306912f1b3e4efd4ffb983776d.mp4,解说类,2026-04-10,2026-04-09,竖版视频,519.91,134,96.93,4.48%,86.65,48.72%,39.98%,76.46%,0.00%,0%,0%,78.00%,23.88%,17.16%,0%,0%,"男:28,女:101,未知:5","12岁以下:0,12-18岁:57,18-25岁:69,25-40岁:3,40岁以上:1,未知:4",20.90%,54.48%,2.29%,5.93%,3.88,36.48%,4.31%,103.98,8.62%,51.99,86.65,4.48%,,519.91,39.98%,76.46%,0.00%,0%,0%
FALSE,点点穿书,20260411至20260416,头条,咖啡加糖🍬,,"	7582192822373023807","头条,星广,7582192822373023807,咖啡加糖🍬",总,aaee76181446244fd51906d378318078,"什么？疯批病娇，饲养怪物，这设定我是真的爱了#点点穿书 #成为怪物饲养员后我被疯批团宠了","	7589247900474310708",https://douyin.com/video/7589247886584595386,解说类,2025-12-31,,竖版视频,513.32,55,100.24,5.45%,171.11,32.90%,10.68%,24.15%,0%,0%,0%,16.84%,44.12%,12.12%,0%,0%,"男:10,女:41,未知:4","12岁以下:0,12-18岁:15,18-25岁:31,25-40岁:1,40岁以上:1,未知:7",18.18%,60.00%,2.07%,3.30%,9.33,28.40%,6.25%,171.11,8.33%,128.33,171.11,5.45%,,513.32,10.68%,24.15%,0%,0%,0%
FALSE,点点穿书,20260410至20260416,"广点通,快手,百度",,,,"陈佳艺,剧情素材,HYYDXYDXY,兼职剪辑,耽美屏蔽tx,种子户过,原始,头条,快手,录屏,广点通,新dsh,馨怡小组,新visualnv,优量汇过,百度,高效模仿,内广过,JB250627孟芫49171",总,d37b9ba45a9483ca7251f01c189a1097,20250706回三殿上欢2（营销号2,"	5259360130422776519",http://toufang-public.huixuanjiasu.com/pl_video/d3/d37b9ba45a9483ca7251f01c189a1097.mp4,解说类,2025-07-08,2025-07-07,竖版视频,509.72,196,4.02,2.04%,127.43,18.57%,20.39%,45.62%,-0.68%,0%,0%,47.66%,26.06%,10.87%,0.00%,0%,"男:47,女:145,未知:6","12岁以下:0,12-18岁:89,18-25岁:99,25-40岁:2,40岁以上:1,未知:7",23.98%,52.04%,0.00%,0.75%,2.6,18.08%,26.01%,11.33,9.83%,29.98,127.43,2.04%,,509.72,20.39%,45.62%,-0.68%,0%,0%
FALSE,点点穿书,20260410至20260415,广点通,,,,"抖音,ZAACZYCZY,JB241023郑奥38319,新hmjqzfpdlhlsy,快手,优量汇过,录屏,百度,新hmjqzfpdlhlsy、剧情互动、百度,种子户过,剧情互动,广点通,头条,原始",总,91db307c3846ff607d3ce5a2743eac74,241025回三回门日,13718805400,http://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/91/91db307c3846ff607d3ce5a2743eac74.mp4,声优类,2025-09-15,2024-10-25,竖版视频,503.28,110,16.28,10.91%,41.94,36.36%,27.05%,48.37%,12.67%,0%,0%,54.41%,30.00%,13.64%,0.00%,0%,"男:0,女:0,未知:0","12岁以下:0,12-18岁:0,18-25岁:0,25-40岁:0,40岁以上:0,未知:0",0.00%,0.00%,12.27%,3.52%,4.58,8.55%,29.03%,18.64,20.43%,26.49,41.94,10.91%,,503.28,27.05%,48.37%,12.67%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,a03963f5ca0889ebb202634613e52ebd,猫妖的诱惑-苏环宇-王亚鹏-0318-3,"	5194902361777194347",http://hwmov.a.kwimgs.com/upic/2026/03/27/13/BMjAyNjAzMjcxMzQ1NTZfNTI2ODc0MDAyOF8xOTE0MTAwMTI4NDJfMF8z_b_B0a34f268d4bb38d9ebca0fdf81ccd399.mp4?tag=1-1776296639-unknown-0-n7gml8lqup-60783b05c5ab4c45&clientCacheKey=3xs6utntjp5ayse_b.mp4&tt=b&di=276628c4&bp=10000,,2026-03-27,,竖版视频,502.66,92,3.33,14.13%,38.67,67.98%,25.57%,36.93%,31.24%,0%,0%,36.49%,14.77%,8.86%,0.00%,0%,"男:12,女:72,未知:8","12岁以下:0,12-18岁:20,18-25岁:56,25-40岁:5,40岁以上:0,未知:11",13.04%,66.30%,0.00%,0.46%,5.46,9.48%,33.33%,22.85,22.73%,33.51,38.67,14.13%,,502.66,25.57%,36.93%,31.24%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"星广扒,xg扒,头条,快手,百度,b站,t5,自动特效,星广低效,note0006,419240",总,fa8c9a12137bf6499f7b287415b5a9f1,260108星广17678370081t5,9203882768,https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/fa/fa8c9a12137bf6499f7b287415b5a9f1.mp4,解说类,2026-01-20,2026-01-19,竖版视频,497.69,155,3.82,1.29%,248.85,18.98%,16.22%,38.26%,23.22%,0%,0%,35.01%,24.00%,9.79%,6.25%,0%,"男:12,女:139,未知:10","12岁以下:0,12-18岁:101,18-25岁:47,25-40岁:4,40岁以上:1,未知:10",7.74%,33.55%,0.00%,0.92%,3.21,2.84%,55.88%,26.19,8.82%,165.9,248.85,1.29%,,497.69,16.22%,38.26%,23.22%,0%,0%
FALSE,点点穿书-ios,20260410至20260416,头条,营销号罐罐,,"	7529734117934039082","头条,星广,7529734117934039082,营销号罐罐",总,8eb95436c7618c5915617e9412f37e6b,咱也是体验上顶流的生活了#点点穿书#娱乐圈模拟器：星光闪耀#娱乐圈模拟器,"	7574107092317257782",https://douyin.com/video/7574107101820187067,营销号类,2025-11-20,,竖版视频,497.39,56,30.02,23.21%,38.26,77.76%,21.92%,21.70%,24.61%,0%,0%,32.81%,28.00%,7.69%,20.00%,0%,"男:1,女:54,未知:1","12岁以下:0,12-18岁:6,18-25岁:44,25-40岁:3,40岁以上:0,未知:3",1.79%,83.93%,39.22%,1.60%,8.88,20.38%,22.22%,41.45,14.81%,62.17,38.26,23.21%,,497.39,21.92%,21.70%,24.61%,0%,0%
FALSE,点点穿书,20260410至20260414,头条,,,,,总,718f65fc45cc2ad5793c5c3704ef2a02,"	7602094510980005907","	7602094510980005907",https://ad.oceanengine.com/pages/video-player-safe/index.html?code=v03033g10000d6011eqljht9n2hk8jk0,,2026-02-02,,竖版视频,491.68,109,6.47,5.50%,81.95,49.45%,27.22%,34.84%,6.20%,0%,0%,45.26%,18.35%,11.01%,0.00%,0%,"男:11,女:90,未知:8","12岁以下:0,12-18岁:44,18-25岁:53,25-40岁:0,40岁以上:1,未知:11",10.09%,49.54%,1.67%,8.19%,4.51,1.41%,7.95%,70.24,6.82%,81.95,81.95,5.50%,,491.68,27.22%,34.84%,6.20%,0%,0%
FALSE,点点穿书-ios,20260410至20260416,头条,橙子吖.,,"	7478976103307116553","头条,星广,7478976103307116553,橙子吖.",总,12aadbd38c5c4ae23fbcfbb30028ad87,自己决定剧情的走向！#点点穿书,"	7519083431411695643",https://douyin.com/video/7519083571463261498,营销号类,2025-06-24,,竖版视频,489.14,44,31.53,27.27%,40.76,66.23%,37.09%,74.59%,53.74%,0%,0%,82.89%,34.09%,22.73%,6.67%,0%,"男:26,女:18,未知:0","12岁以下:0,12-18岁:4,18-25岁:31,25-40岁:7,40岁以上:1,未知:1",59.09%,88.64%,32.64%,0.68%,11.12,34.91%,40.54%,32.61,27.03%,48.91,40.76,27.27%,,489.14,37.09%,74.59%,53.74%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,"录屏,新visualnv,自营剧情,JB240513孟芫30051,头条,百度,孟芫小组,快手,HYYMYZMYZ,原始",总,6c18589340c9e369e0c9b3a9c7495e55,251015回三烁金,"	7561510848981991460",http://toufang-public.huixuanjiasu.com/pl_video/6c/6c18589340c9e369e0c9b3a9c7495e55.mp4,真人类,2025-10-16,2025-10-15,竖版视频,488.88,124,48.94,1.61%,244.44,2.92%,27.14%,35.52%,50.77%,0%,0%,33.03%,26.89%,17.65%,0.00%,0%,"男:22,女:100,未知:2","12岁以下:0,12-18岁:60,18-25岁:59,25-40岁:3,40岁以上:0,未知:2",17.74%,50.00%,23.08%,7.23%,3.94,15.65%,2.65%,162.96,11.50%,37.61,244.44,1.61%,,488.88,27.14%,35.52%,50.77%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,0dda22ad76fb58a277aa6a5f12bbb8cb,被病娇囚禁后我混成了团宠-女-卫寿李-251208-2,"	5222205425640728983",http://hwmov.a.kwimgs.com/upic/2025/12/09/20/BMjAyNTEyMDkyMDI3NTFfNTAzODM2ODcwMF8xODE5MjUxMTA2MjNfMF8z_b_Bd58163d216bd0ab2e565a8e2c2a20df6.mp4?tag=1-1773532491-unknown-0-f9cyfhz5p9-c4916e54c97de4b4&type=hot&clientCacheKey=3xgmuzymbm8hjd9_b.mp4&tt=b&di=276628c4&bp=10000,,2025-12-09,,竖版视频,474.62,99,31.9,4.04%,118.65,60.60%,36.23%,55.93%,57.86%,0%,0%,56.05%,31.96%,16.84%,6.25%,0%,"男:22,女:73,未知:4","12岁以下:0,12-18岁:42,18-25岁:48,25-40岁:3,40岁以上:1,未知:5",22.22%,52.53%,0.00%,2.57%,4.79,22.72%,32.18%,16.95,9.20%,59.33,118.65,4.04%,,474.62,36.23%,55.93%,57.86%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,芒村王富贵,,"	7478976103307116553","头条,星广,7478976103307116553,芒村王富贵",总,2cf970937b58404cea2950002249170a,真的不要太好玩了#点点穿书#二次元,"	7493422956481855503",https://douyin.com/video/7493422913467518267,营销号类,2025-04-16,,竖版视频,472.79,63,24.05,15.87%,47.28,76.77%,21.15%,61.96%,170.33%,0%,0%,69.38%,32.14%,15.22%,12.50%,0%,"男:51,女:11,未知:1","12岁以下:0,12-18岁:12,18-25岁:43,25-40岁:4,40岁以上:0,未知:4",80.95%,74.60%,43.50%,4.15%,7.5,6.86%,25.00%,33.77,26.79%,31.52,47.28,15.87%,,472.79,21.15%,61.96%,170.33%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,2f7110cd8aa39125009df31afba5d1c1,她的修仙手札-20260128-谷佳鑫-朱时皓-7,"	5221642480635088452",http://txmov2.a.kwimgs.com/upic/2026/01/30/16/BMjAyNjAxMzAxNjM5MjRfNTI2ODc0MDAyOF8xODYzNjE5NzYxNDNfMF8z_b_B2a012a411528116daf00192822eb29c0.mp4?tag=1-1772408260-unknown-0-shqfuuicxi-4262e06395d5afc9&type=hot&clientCacheKey=3xhbeqhn6sb6tti_b.mp4&tt=b&di=276628c4&bp=10000,,2026-01-30,,竖版视频,471.66,105,4.84,6.67%,67.38,45.36%,22.75%,47.68%,43.23%,0%,0%,50.88%,20.00%,10.48%,13.33%,0%,"男:11,女:85,未知:9","12岁以下:0,12-18岁:48,18-25岁:43,25-40岁:1,40岁以上:0,未知:13",10.48%,41.90%,0.00%,0.51%,4.49,17.51%,40.23%,13.48,13.79%,39.31,67.38,6.67%,,471.66,22.75%,47.68%,43.23%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,"广点通,抖音,新bbjqjhwhcltc,头条,快手,录屏,JB250407何元野45824,百度,HYYMYZMYZ,施强混剪,剧情素材,原始,溢价",总,c2a0e06baa211610248a3ee51e468462,260319回三刀下亡魂,"	7619406390385819702",https://toufang-public.huixuanjiasu.com/pl_video/c2/c2a0e06baa211610248a3ee51e468462.mp4,声优类,2026-03-21,2026-03-20,竖版视频,469.4,81,5.15,8.64%,67.06,79.49%,37.84%,48.45%,20.63%,0%,0%,50.37%,20.99%,7.41%,12.50%,0%,"男:16,女:62,未知:3","12岁以下:0,12-18岁:30,18-25岁:43,25-40岁:3,40岁以上:2,未知:3",19.75%,59.26%,11.14%,4.68%,5.8,1.48%,14.29%,52.16,11.11%,67.06,67.06,8.64%,,469.4,37.84%,48.45%,20.63%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,"录屏,新qqbfwtqjzmrjd,JB250312周文静44504,百度,快手,头条,高效模仿,兼职剪辑,王竣灏,李强小组,HYYLQZLQZ,t5,39663,跑量",总,83e23eed61b3851756ecee1dc9c1392d,250727回三硬通货（营销号2）1t5,"	7534165864712585270",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/83/83e23eed61b3851756ecee1dc9c1392d.mp4,解说类,2025-08-04,2025-08-03,竖版视频,467.71,50,22.87,14.00%,66.82,41.26%,23.22%,39.67%,35.98%,0%,0%,33.11%,37.21%,10.53%,0.00%,0%,"男:16,女:34,未知:0","12岁以下:0,12-18岁:15,18-25岁:34,25-40岁:1,40岁以上:0,未知:0",32.00%,70.00%,37.16%,2.18%,9.35,8.31%,18.92%,66.82,13.51%,93.54,66.82,14.00%,,467.71,23.22%,39.67%,35.98%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,"HYYDXYDXY,原始,通用模仿,广点通,JB250627孟芫49171,快手,剧情素材,头条,新visualnv,百度,罗永莎,录屏,跑量,兼职剪辑,溢价",总,8c7fd2896d0055b4998f5dd734e97d29,250627回三男频,"	7520696211088506921",http://toufang-public.huixuanjiasu.com/pl_video/8c/8c7fd2896d0055b4998f5dd734e97d29.mp4,营销号类,2025-06-28,2025-06-27,竖版视频,465.9,148,39.84,3.38%,93.18,32.29%,21.28%,43.23%,37.30%,0%,0%,43.39%,31.65%,15.56%,0.00%,0%,"男:24,女:116,未知:8","12岁以下:0,12-18岁:61,18-25岁:67,25-40岁:5,40岁以上:4,未知:11",16.22%,51.35%,4.21%,9.50%,3.15,7.56%,7.14%,77.65,19.05%,29.12,93.18,3.38%,,465.9,21.28%,43.23%,37.30%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,广点通,百度",,,,"兼职剪辑,JB251021孟芫54422,录屏,种子户过,跑量,自营剧情,孟芫小组,新nmxmnqccrs,朱子杰,原始,优量汇过,头条,内广过,百度,HYYMYZMYZ,快手,广点通",总,00ae69360c9bc94f2d1b074694064b3b,251026回三假戏真做,"	7565969081686851625",http://toufang-public.huixuanjiasu.com/pl_video/00/00ae69360c9bc94f2d1b074694064b3b.mp4,解说类,2025-10-28,2025-10-27,竖版视频,463.73,66,11.68,3.03%,231.86,85.86%,82.04%,105.01%,352.07%,0%,0%,89.38%,32.79%,9.84%,20.00%,0%,"男:12,女:51,未知:3","12岁以下:0,12-18岁:29,18-25岁:31,25-40岁:2,40岁以上:0,未知:4",18.18%,50.00%,12.34%,0.82%,7.03,11.35%,10.81%,115.93,18.92%,66.25,231.86,3.03%,,463.73,82.04%,105.01%,352.07%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"抖音,#顶级名利场🌟女明星养成,头条,李行,剧情,JB260331何元野62140,快手,录屏,兼职剪辑,自营剧情,自营剧情、新ylqycdjnmx,AI原著,百度,HYYMYZMYZ,每周新片,新djmlc,聚星,孟芫小组,原始,溢价",总,b86e709f9e73470c505df5e869aae0fb,260405回三恋爱综艺,"	7626089944313970739",https://toufang-public.huixuanjiasu.com/pl_video/b8/b86e709f9e73470c505df5e869aae0fb.mp4,解说类,2026-04-08,2026-04-07,竖版视频,459.68,59,2.59,16.95%,45.97,93.22%,99.79%,113.92%,-0.50%,0%,0%,113.53%,35.59%,22.41%,0.00%,0%,"男:6,女:46,未知:7","12岁以下:0,12-18岁:17,18-25岁:33,25-40岁:2,40岁以上:0,未知:7",10.17%,59.32%,15.88%,3.58%,7.79,0.60%,26.32%,45.97,26.32%,45.97,45.97,16.95%,,459.68,99.79%,113.92%,-0.50%,0%,0%
FALSE,点点穿书,20260410至20260412,头条,小白不白,,"	7617807228334227502","头条,星广,7617807228334227502,小白不白",总,b2e8bc0b49e17ce9b06ea97d48f2cf78,"《双女主:顶级Alpha靠伪装清冷变万人迷》 #点点穿书#《双女主顶级Alpha靠伪装清冷变万人迷》","	7620357739924127790",https://douyin.com/video/7620357760533679379,真人类,2026-03-23,,竖版视频,458.88,55,57.77,18.18%,45.89,61.98%,37.76%,47.71%,73.47%,0%,0%,51.83%,30.91%,12.73%,8.33%,0%,"男:10,女:43,未知:2","12岁以下:0,12-18岁:17,18-25岁:31,25-40岁:3,40岁以上:0,未知:4",18.18%,61.82%,0.13%,3.64%,8.34,16.96%,20.41%,45.89,12.24%,76.48,45.89,18.18%,,458.88,37.76%,47.71%,73.47%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,炫酷大薯条,,"	7594299601063165994","头条,星广,7594299601063165994,炫酷大薯条",总,b65b4576265de48667bd22072d3c8a6e,"模拟人生，重启幸福人生 #点点穿书#模拟人生：从幼崽开始","	7623351803750039592",https://douyin.com/video/7623351759911161140,解说类,2026-04-01,,竖版视频,455.45,39,13.74,12.82%,91.09,62.39%,8.09%,35.96%,22.57%,0%,0%,27.01%,22.58%,7.14%,11.11%,0%,"男:15,女:21,未知:3","12岁以下:0,12-18岁:10,18-25岁:23,25-40岁:2,40岁以上:0,未知:4",38.46%,64.10%,54.68%,3.24%,11.68,2.88%,16.13%,91.09,12.90%,113.86,91.09,12.82%,,455.45,8.09%,35.96%,22.57%,0%,0%
FALSE,点点穿书,20260411至20260416,头条,星纬短剧,,"	7617807228334227502","头条,星广,7617807228334227502,星纬短剧",总,5e66a5d34d2c6dd169fa3c35170a5979,#点点穿书自己决定主角线也太爽了#成为怪物饲养员后我被疯批团宠了,"	7624400242327420968",https://douyin.com/video/7624400219131661594,真人类,2026-04-04,,竖版视频,453.43,45,139,8.89%,113.36,55.34%,16.40%,34.10%,0%,0%,0%,36.84%,19.05%,18.75%,0%,0%,"男:10,女:35,未知:0","12岁以下:0,12-18岁:11,18-25岁:33,25-40岁:1,40岁以上:0,未知:0",22.22%,75.56%,1.59%,3.53%,10.08,33.91%,10.26%,113.36,5.13%,226.71,113.36,8.89%,,453.43,16.40%,34.10%,0%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,"优量汇过,施强混剪,内广过,HYYLQZLQZ,录屏,头条,新dsh,剧情素材,JB250407何元野45824,sora素材,抖音,原始,广点通,种子户过,百度,快手,溢价",总,06fa5946ea3dbdf8d06d430aee2974da,260310回三知性姐姐,"	7616433222574047286",https://toufang-public.huixuanjiasu.com/pl_video/06/06fa5946ea3dbdf8d06d430aee2974da.mp4,声优类,2026-03-13,2026-03-12,竖版视频,448.92,152,40.68,4.61%,64.13,31.84%,34.70%,47.89%,58.45%,0%,0%,49.46%,20.39%,11.18%,0.00%,0%,"男:35,女:111,未知:6","12岁以下:0,12-18岁:62,18-25岁:71,25-40岁:7,40岁以上:3,未知:9",23.03%,53.29%,10.14%,4.63%,2.95,25.44%,6.15%,56.11,12.31%,28.06,64.13,4.61%,,448.92,34.70%,47.89%,58.45%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,三木自媒体,,"	7548354954806198291","头条,星广,7548354954806198291,三木自媒体",总,686b46b3531a348ea8e80cff5b8176a6,"点点穿书APP，穿书剧情，你是主角 #点点穿书","	7554976283227521067",https://douyin.com/video/7554976050904616227,真人类,,,竖版视频,446.07,57,47.41,15.79%,49.56,72.06%,33.86%,34.73%,17.33%,0%,0%,42.82%,18.52%,16.00%,6.67%,0%,"男:49,女:7,未知:1","12岁以下:0,12-18岁:4,18-25岁:33,25-40岁:19,40岁以上:0,未知:1",85.96%,91.23%,60.12%,1.35%,7.83,40.94%,19.23%,44.61,15.38%,55.76,49.56,15.79%,,446.07,33.86%,34.73%,17.33%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,小柚的日常,,"	7594299601063165994","头条,星广,7594299601063165994,小柚的日常",总,528638ea1164eff1b88f3be8e2853062,"掰弯男神计划疯批大佬的金丝雀！！！点点穿书，你真有点东西 #点点穿书 #精美立绘 #互动小说","	7611815987119702031",https://douyin.com/video/7611815917894405411,真人类,2026-02-28,,竖版视频,438.51,55,55.42,10.91%,73.09,52.73%,19.76%,20.22%,16.61%,0%,0%,32.74%,33.33%,18.60%,5.88%,0%,"男:13,女:38,未知:4","12岁以下:0,12-18岁:13,18-25岁:34,25-40岁:1,40岁以上:0,未知:7",23.64%,63.64%,1.06%,1.86%,7.97,31.97%,17.02%,54.81,8.51%,109.63,73.09,10.91%,,438.51,19.76%,20.22%,16.61%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,绝迹说漫,,"	7600312889216155684","头条,星广,7600312889216155684,绝迹说漫",总,4b1d4bb32bbbea73cc01ed5f8b0c9cd0,"这么带感的殿上欢!简直不要太爽!  #漫画推荐 #点点穿书  #小说 #殿上欢","	7609689194227466276",https://douyin.com/video/7609688328933330203,解说类,2026-02-24,,竖版视频,438.38,95,22.65,15.79%,29.23,62.31%,25.48%,42.26%,20.93%,0%,0%,43.17%,14.74%,6.59%,25.00%,0%,"男:12,女:73,未知:10","12岁以下:0,12-18岁:25,18-25岁:52,25-40岁:1,40岁以上:2,未知:15",12.63%,57.89%,0.33%,27.03%,4.61,1.34%,21.43%,29.23,5.71%,109.6,29.23,15.79%,,438.38,25.48%,42.26%,20.93%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"广点通,头条,剧情,快手,陈佳艺,录屏,孟芫小组,兼职剪辑,新snzbygtwznd,自营剧情,#双女主：白月光她玩转90年代,AI原著,自营剧情、新snzbygtwznd,百度,HYYMYZMYZ,每周新片,JB260330何元野62053,何元野,原始,溢价",总,695efc83de0fca9c1aab81317fee4ec8,260405回三苏竹暄,"	7626071685817679935",https://toufang-public.huixuanjiasu.com/pl_video/69/695efc83de0fca9c1aab81317fee4ec8.mp4,营销号类,2026-04-08,2026-04-07,竖版视频,427.81,95,2.87,5.26%,85.56,43.66%,7.53%,25.25%,-0.78%,0%,0%,25.19%,23.40%,5.38%,0.00%,0%,"男:15,女:79,未知:2","12岁以下:0,12-18岁:38,18-25岁:45,25-40岁:7,40岁以上:3,未知:3",15.79%,57.89%,23.27%,4.08%,4.5,0.69%,9.52%,106.95,11.90%,85.56,85.56,5.26%,,427.81,7.53%,25.25%,-0.78%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"录屏,JB240409苗一情28343,新mmdhde,实况解说,抖音,快手,头条,广点通,百度,新mmdhde、实况解说,MYQCZYCZY,原始,高消耗,百度1211",总,aee20c56f5b490f77c3105a0b729299a,240418回三近朱者赤,"	7359560190355816511",http://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/ae/aee20c56f5b490f77c3105a0b729299a.mp4,营销号类,2024-04-22,2024-04-19,竖版视频,425.19,113,22.05,5.31%,70.87,27.06%,30.90%,58.53%,-1.02%,0%,0%,59.68%,36.79%,18.45%,0.00%,0%,"男:21,女:87,未知:5","12岁以下:0,12-18岁:47,18-25岁:57,25-40岁:1,40岁以上:1,未知:7",18.58%,52.21%,51.75%,2.18%,3.76,23.81%,6.00%,70.87,15.00%,28.35,70.87,5.31%,,425.19,30.90%,58.53%,-1.02%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,哒哒2,,"	7580203729057284132","头条,星广,7580203729057284132,哒哒2",总,553fd5584d27379d579aff3ed2874dbf,"《一入宫门深似海》 #点点穿书","	7589469176621875263",https://douyin.com/video/7589469134342163762,真人类,2025-12-31,,竖版视频,420.87,67,35.14,5.97%,105.22,47.30%,19.80%,28.31%,6.32%,0%,0%,31.11%,25.37%,11.94%,0.00%,0%,"男:18,女:48,未知:1","12岁以下:0,12-18岁:25,18-25岁:36,25-40岁:4,40岁以上:1,未知:1",26.87%,61.19%,37.76%,1.14%,6.28,45.99%,6.35%,105.22,3.17%,210.44,105.22,5.97%,,420.87,19.80%,28.31%,6.32%,0%,0%
FALSE,点点穿书,20260410至20260415,"头条,快手",,,,"纸片人原著,JB260331刘宇62103,录屏,快手,百度,原始,抖音,剧情,剧情悬念,LYYLSSLSS,头条,优量汇过,新dsh,种子户过,剧情、AI原著、剧情悬念、新dsh",总,f68e9fc845b5a90cea6872b3642e245d,260331回三玄铁密室#殿上欢,"	7623499958165192730",https://toufang-public.huixuanjiasu.com/pl_video/f6/f68e9fc845b5a90cea6872b3642e245d.mp4,声优类,2026-04-01,2026-03-31,竖版视频,418.96,29,9.33,6.90%,209.48,62.33%,13.21%,16.91%,0.97%,0%,0%,15.16%,27.59%,16.00%,0.00%,0%,"男:7,女:21,未知:1","12岁以下:0,12-18岁:6,18-25岁:18,25-40岁:3,40岁以上:0,未知:2",24.14%,72.41%,76.27%,2.56%,14.45,2.00%,8.70%,209.48,17.39%,104.74,209.48,6.90%,,418.96,13.21%,16.91%,0.97%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,小果创意部,,"	7580203729057284132","头条,星广,7580203729057284132,小果创意部",总,8c2bb29f5db1323912bb0adf82a9cb66,"这些帅哥我都笑纳了#点点穿书 #精美立绘 #帝女风华病娇饲养指南","	7582864865322647595",https://douyin.com/video/7582864797826698533,营销号类,2025-12-15,,竖版视频,418.05,60,27.07,10.00%,69.67,34.41%,21.71%,28.75%,105.39%,0%,0%,31.80%,24.14%,12.96%,12.50%,0%,"男:12,女:47,未知:1","12岁以下:0,12-18岁:19,18-25岁:37,25-40岁:1,40岁以上:1,未知:2",20.00%,65.00%,44.41%,2.87%,6.97,10.84%,14.58%,59.72,8.33%,104.51,69.67,10.00%,,418.05,21.71%,28.75%,105.39%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,,,,"HYYLQZLQZ,新dsh,快手,JB251117孟芫55693,百度,每周新片,广点通,自营剧情、新dsh,复刻素材,头条,李强小组,录屏,原始",总,1d4f56cc8e0c6b1f6bff4001c183d37a,260222回三好玩好玩改改,"	7609739559702904875",https://toufang-public.huixuanjiasu.com/pl_video/1d/1d4f56cc8e0c6b1f6bff4001c183d37a.mp4,解说类,2026-02-23,2026-02-22,竖版视频,413.32,67,13.83,8.96%,68.89,49.47%,13.51%,20.03%,12.31%,0%,0%,19.62%,12.77%,4.26%,0.00%,0%,"男:20,女:44,未知:3","12岁以下:0,12-18岁:24,18-25岁:40,25-40岁:0,40岁以上:0,未知:3",29.85%,59.70%,63.42%,1.16%,6.17,16.71%,12.07%,59.05,6.90%,103.33,68.89,8.96%,,413.32,13.51%,20.03%,12.31%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,糗事笑不停,,"	7580203729057284132","头条,星广,7580203729057284132,糗事笑不停",总,0d18274776c2f864fd4b0b6fbae4d859,"#点点穿书  #游戏  #乙女游戏","	7599867251211173923",https://douyin.com/video/7599867154028104987,声优类,2026-01-27,,竖版视频,410.07,75,3.55,6.67%,82.01,26.35%,19.25%,30.26%,52.18%,0%,0%,31.39%,33.33%,14.67%,10.00%,0%,"男:12,女:57,未知:6","12岁以下:0,12-18岁:33,18-25岁:33,25-40岁:3,40岁以上:0,未知:6",16.00%,48.00%,0.05%,0.66%,5.47,8.47%,7.81%,82.01,4.69%,136.69,82.01,6.67%,,410.07,19.25%,30.26%,52.18%,0%,0%
