,app名称,日期,平台,达人名称,达人id,星广任务id,素材标签,书名称,素材md5,素材名称,素材id,素材url,ai素材分类,素材投放日期,素材上传日期,素材类型,消耗,投放激活数,ecpm,实际付费率,实际付费成本,付费收入占比,1日roi,3日roi,7日roi,14日roi,30日roi,累计30日roi,次留率,3日留存率,7日留存率,14日留存率,性别分布,年龄分布,男性用户占比,18以上用户占比,视频3秒播放率,点击率,投放激活成本,激活率,注册率,注册成本,关键行为率,关键行为成本,实际付费成本,实际付费率,素材消耗,含素材消耗,含素材1日roi,含素材3日roi,含素材7日roi,含素材14日roi,含素材30日roi
FALSE,点点穿书,20260410至20260416,百度,,,,,总,0919c56deac2fc4bf939164b5078ed84,AIMax-verticalVideo-9_16-0324-multi_9a5c6f5f3dae476ba049a633e63860c1_0_6_8_5_9_9166103257_9166195334.mp4,11012938552,http://nadvideo2.baidu.com/0919c56deac2fc4bf939164b5078ed84_720_1280.mp4,,2026-03-26,,竖版视频,1363.4,86,57.75,15.12%,104.88,45.18%,10.27%,20.08%,30.13%,0%,0%,17.57%,36.05%,9.72%,8.33%,0%,"男:25,女:59,未知:5","12岁以下:0,12-18岁:28,18-25岁:50,25-40岁:5,40岁以上:1,未知:6",29.07%,65.12%,0.00%,2.45%,15.85,5.88%,88.24%,45.45,0.00%,0,104.88,15.12%,,1363.4,10.27%,20.08%,30.13%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手,百度",,,,"新visualnv,HYYLQZLQZ,JB250522孟芫47658,高效模仿,原始,头条,快手,广点通,聚星,录屏,百度,跑量",总,9940ed9379a00a4527438967093aa27c,250629回三不怕不怕1,9212483916,http://toufang-public.huixuanjiasu.com/pl_video/99/9940ed9379a00a4527438967093aa27c.mp4,营销号类,2025-06-28,2025-06-27,竖版视频,1335.77,250,7.44,10.80%,49.47,52.83%,24.37%,41.92%,23.21%,0%,0%,40.14%,26.67%,13.66%,1.59%,0%,"男:127,女:113,未知:14","12岁以下:0,12-18岁:64,18-25岁:164,25-40岁:13,40岁以上:1,未知:12",50.80%,71.20%,24.75%,2.07%,5.34,5.82%,20.83%,29.68,11.57%,53.43,49.47,10.80%,,1335.77,24.37%,41.92%,23.21%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,0060e9505237e6560dd473c356ea0631,微电-微电代运营-点点穿书-甲云星-被病娇囚禁后：我混成了团宠-0126-江-04,"	5251478827092582748",http://hwmov.a.kwimgs.com/upic/2026/01/30/17/BMjAyNjAxMzAxNzAyMzBfNTI2MzgzODk4Nl8xODYzNjQwNTk0NTlfMF8z_b_B838f5a57bd7d8e99ab92b433462a4eea.mp4?tag=1-1773705189-unknown-0-u8ptimefyz-7a5ebb3b4b22d925&type=hot&clientCacheKey=3xnp49fjgatbx9g_b.mp4&tt=b&di=276628c4&bp=10000,,2026-01-31,,竖版视频,1326.82,260,2.96,6.92%,73.71,49.86%,20.52%,37.90%,46.69%,0%,0%,33.06%,21.59%,5.29%,0.00%,0%,"男:30,女:212,未知:18","12岁以下:0,12-18岁:91,18-25岁:133,25-40岁:5,40岁以上:0,未知:31",11.54%,53.08%,0.00%,0.30%,5.1,13.50%,27.93%,26.54,12.85%,57.69,73.71,6.92%,,1326.82,20.52%,37.90%,46.69%,0%,0%
FALSE,点点穿书-ios,20260410至20260416,头条,德福,,"	7582192822373023807","头条,星广,7582192822373023807,德福",总,581184204c17f194053c76cbfd7e5511,"点点穿书，自己穿进书里当主角#点点穿书 #穿书 #末世 #末世生存一百日","	7606349030545555490",https://douyin.com/video/7606349011612383401,真人类,2026-02-19,,竖版视频,1323.2,154,28.73,22.73%,37.81,85.72%,29.26%,74.34%,242.26%,0%,0%,73.93%,28.57%,17.69%,7.14%,0%,"男:76,女:78,未知:0","12岁以下:0,12-18岁:14,18-25岁:102,25-40岁:33,40岁以上:4,未知:1",49.35%,90.26%,31.33%,3.61%,8.59,8.42%,27.86%,33.93,15.00%,63.01,37.81,22.73%,,1323.2,29.26%,74.34%,242.26%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,796633d218ee6e7a975a36c035a176e2,洞思-20260225-混剪-zhl-4,"	5207287260407446170",http://hwmov.a.kwimgs.com/upic/2026/02/27/14/BMjAyNjAyMjcxNDQ2MzZfMjg2Mzk1NzYxMV8xODkwNzE4Nzc3OThfMF8z_b_Bf90360c804f018e455c2f1f539d2efb9.mp4?tag=1-1773618230-unknown-0-sugwnlfs84-ddc70ca4f524f5d2&clientCacheKey=3xbh7rpz3cak6eg_b.mp4&tt=b&di=276628c4&bp=10000,,2026-02-27,,竖版视频,1318.24,249,4.45,9.24%,57.31,56.02%,24.03%,48.20%,53.22%,0%,0%,43.87%,33.48%,14.98%,2.86%,0%,"男:51,女:186,未知:12","12岁以下:0,12-18岁:77,18-25岁:147,25-40岁:4,40岁以上:0,未知:21",20.48%,60.64%,0.00%,0.53%,5.29,13.69%,33.02%,18.57,15.35%,39.95,57.31,9.24%,,1318.24,24.03%,48.20%,53.22%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,广点通,快手",,,,"vivo屏蔽,新djmnwbbjqcl,yy2182,高消耗,录屏,LYYWSRWSR,内广过,自动版位过,优量汇过,剧情互动,oppo屏蔽,百度1211,广点通,头条,快手,原始,D305,JB240305刘宇26521,种子户过,yy1029,混剪录屏",总,20e98a8885efad7985c86544e862e202,240315回五混长命百岁,"	7346536177544429618",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/20/20e98a8885efad7985c86544e862e202.mp4,营销号类,2024-03-16,2024-03-15,竖版视频,1296.78,213,11.07,9.39%,64.84,58.27%,24.04%,32.77%,45.48%,0%,0%,34.99%,22.77%,12.82%,3.45%,0%,"男:25,女:172,未知:16","12岁以下:0,12-18岁:71,18-25岁:101,25-40岁:16,40岁以上:7,未知:18",11.74%,58.22%,39.85%,4.44%,6.09,1.56%,24.69%,64.84,35.80%,44.72,64.84,9.39%,,1296.78,24.04%,32.77%,45.48%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,百度",,,,"录屏,男频都市,高效模仿,JB250430孟芫46862,头条,快手,百度,兼职剪辑,李凤茹,馨怡小组,李文青,HYYDXYDXY,原始,溢价",总,80ea4b8eececb2db10ab7ff27ba12f33,250727回三天灾降临（信息流5）,9212259411,http://toufang-public.huixuanjiasu.com/pl_video/80/80ea4b8eececb2db10ab7ff27ba12f33.mp4,声优类,2025-08-05,2025-08-04,竖版视频,1291.98,267,9.88,10.11%,47.85,76.47%,34.19%,38.74%,66.11%,0%,0%,49.55%,22.27%,8.75%,0.00%,0%,"男:165,女:88,未知:15","12岁以下:0,12-18岁:53,18-25岁:165,25-40岁:32,40岁以上:3,未知:15",61.80%,74.91%,16.41%,2.90%,4.84,4.51%,16.96%,44.55,12.87%,58.73,47.85,10.11%,,1291.98,34.19%,38.74%,66.11%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手",,,,"JB240217张自颖25706,剧情互动,快手,头条,录屏,原始,新snoxjh,广点通,HYYZZYZZY,跑量",总,d4640a1838a54d86be351cb7e0109686,240307回三女神综艺2,"	7343590223374942249",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/d4/d4640a1838a54d86be351cb7e0109686.mp4,声优类,2024-03-08,2024-03-07,竖版视频,1288.54,409,13.48,4.16%,75.8,39.59%,22.87%,45.78%,121.59%,0%,0%,41.50%,23.53%,11.33%,0.00%,0%,"男:42,女:344,未知:23","12岁以下:0,12-18岁:211,18-25岁:167,25-40岁:5,40岁以上:4,未知:22",10.27%,43.03%,4.13%,15.22%,3.15,2.48%,6.37%,56.02,6.93%,51.54,75.8,4.16%,,1288.54,22.87%,45.78%,121.59%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,纯情瓜六营销号,,"	7478976103307116553","头条,星广,7478976103307116553,纯情瓜六营销号",总,ebd0c8e6a82b3d952d8c73fc15635ea5,"殿上欢谁能不爱呀 #点点穿书 #殿上欢男女双线恋爱养成 #全性向","	7516125737540894774",https://douyin.com/video/7516125867584654652,营销号类,2025-06-16,,竖版视频,1288.4,298,7.94,7.05%,61.35,44.69%,33.27%,59.13%,38.18%,0%,0%,56.32%,24.90%,10.00%,10.42%,0%,"男:69,女:217,未知:12","12岁以下:0,12-18岁:104,18-25岁:170,25-40岁:10,40岁以上:2,未知:12",23.15%,61.07%,34.48%,4.84%,4.32,3.16%,8.47%,61.35,13.31%,39.04,61.35,7.05%,,1288.4,33.27%,59.13%,38.18%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手,百度",,,,"新fplxhwbbjmtcl,JB250926孟芫53662,录屏,头条,快手,百度,抖音,新fplxhwbbjmtcl,自营剧情,孟芫小组,李文青,HYYMYZMYZ,原始",总,b7d2b84c5c13e7edb0928876e4b4f62d,251001回三危险危险,"	7556754393380585508",http://toufang-public.huixuanjiasu.com/pl_video/b7/b7d2b84c5c13e7edb0928876e4b4f62d.mp4,解说类,2025-10-03,2025-10-02,竖版视频,1268.06,220,5.64,7.73%,74.59,56.79%,24.65%,43.72%,26.55%,0%,0%,45.93%,23.81%,9.74%,2.33%,0%,"男:55,女:160,未知:5","12岁以下:0,12-18岁:74,18-25岁:137,25-40岁:3,40岁以上:0,未知:6",25.00%,63.64%,44.70%,1.83%,5.76,4.40%,9.94%,70.45,10.50%,66.74,74.59,7.73%,,1268.06,24.65%,43.72%,26.55%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手,百度",,,,"JB230731何元野11014,story,快手,种子户过,快手跑量1017,剧情,头条,kczwzrjglmn,录屏,优量汇过,百度,yy2182,内广过,1016快手跑量,广点通,新gdmnzfwrnd,D731HHSRSR,高消耗,跑量",总,4dd8ea0fd6b139ce4d7b1721f8cc804c,230810回五秋时昼短改,"	7265633948205662220",http://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/4d/4dd8ea0fd6b139ce4d7b1721f8cc804c.mp4,营销号类,2023-08-10,2023-08-10,竖版视频,1238.47,227,13.45,4.85%,112.59,32.29%,25.47%,30.16%,29.76%,0%,0%,31.56%,24.43%,9.26%,5.71%,0%,"男:21,女:196,未知:10","12岁以下:0,12-18岁:99,18-25岁:107,25-40岁:9,40岁以上:1,未知:11",9.25%,51.54%,45.88%,2.10%,5.46,10.09%,12.31%,51.6,12.31%,51.6,112.59,4.85%,,1238.47,25.47%,30.16%,29.76%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,599ea6936752547723a341f5acad723e,洞思-20260214-混剪-zhl-7-囤,"	5205316932138385340",http://hwmov.a.kwimgs.com/upic/2026/02/16/09/BMjAyNjAyMTYwOTUzMjNfMjg2Mzk1NzYxMV8xODc5ODc3MzkzNjhfMF8z_b_B4223adb0aaa739eef811f1a92bc6cb93.mp4?tag=1-1772235464-unknown-0-vauflko9x6-a201e5b2dab11653&clientCacheKey=3x4k26dein2z8as_b.mp4&tt=b&di=276628c4&bp=10000,,2026-02-16,,竖版视频,1234.68,333,5.44,7.51%,49.39,62.90%,43.38%,61.79%,12.11%,0%,0%,56.97%,21.77%,9.45%,10.00%,0%,"男:249,女:77,未知:7","12岁以下:0,12-18岁:116,18-25岁:196,25-40岁:10,40岁以上:0,未知:11",74.77%,61.86%,0.00%,0.95%,3.71,13.26%,32.75%,13.13,13.59%,31.66,49.39,7.51%,,1234.68,43.38%,61.79%,12.11%,0%,0%
FALSE,点点穿书,20260410至20260415,快手,,,,,总,2e2b0a4dd9e04a0dc8153dc8881a3e0d,260126-点点传书-洞思快手-4,"	5210946429336505551",http://hwmov.a.kwimgs.com/upic/2026/01/30/11/BMjAyNjAxMzAxMTM1NTNfMjg2Mzk1NzYxMV8xODYzMzY3Njg1MDhfMF8z_b_B7204ab633c5d09020377e3a8427bcff9.mp4?tag=1-1771458043-unknown-0-blmmpqefnm-0de6ae3c95784ef9&clientCacheKey=3xhc3b2gpk9bs5e_b.mp4&tt=b&di=276628c4&bp=10000,,2026-01-28,,竖版视频,1181,413,4.92,3.39%,84.36,24.62%,25.69%,37.54%,26.60%,0%,0%,41.11%,21.31%,12.14%,1.89%,0%,"男:31,女:371,未知:11","12岁以下:0,12-18岁:179,18-25岁:203,25-40岁:17,40岁以上:1,未知:13",7.51%,53.51%,0.00%,1.05%,2.86,14.85%,26.93%,11.69,8.00%,39.37,84.36,3.39%,,1181,25.69%,37.54%,26.60%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,旺旺旺小柴,,"	7478976103307116553","头条,星广,7478976103307116553,旺旺旺小柴",总,d8b0e38e6348ceac07a2d2a89990a32d,"这么带感的殿上欢！我太喜欢啦！#点点穿书 #仙侠恋爱养成殿上欢 #殿上欢 #男女双线 #文游","	7501237336757960743",https://douyin.com/video/7501237396207832379,解说类,2025-05-07,,竖版视频,1150.38,240,11.48,7.92%,60.55,43.49%,23.97%,46.98%,73.28%,0%,0%,45.08%,26.29%,11.27%,5.00%,0%,"男:43,女:189,未知:8","12岁以下:0,12-18岁:93,18-25岁:131,25-40岁:5,40岁以上:2,未知:9",17.92%,57.50%,31.60%,7.41%,4.79,2.73%,10.34%,54.78,12.81%,44.25,60.55,7.92%,,1150.38,23.97%,46.98%,73.28%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,娱乐猫大姐🤓,,"	7529734117934039082","头条,星广,7529734117934039082,娱乐猫大姐🤓",总,3aedef9ac8972f130a7696d5afd57ef9,"点点穿书的文游也太权威了#点点穿书 #殿上欢男女双线恋爱养成 #文游 #搞笑 #二次元","	7542434453932392458",https://douyin.com/video/7542434494977215807,营销号类,2025-08-27,,竖版视频,1148.03,268,11.95,10.82%,39.59,58.87%,25.15%,44.54%,19.54%,0%,0%,44.09%,24.81%,12.76%,11.43%,0%,"男:38,女:213,未知:17","12岁以下:0,12-18岁:97,18-25岁:146,25-40岁:2,40岁以上:0,未知:23",14.18%,55.22%,0.08%,16.45%,4.28,1.39%,15.00%,34.79,7.27%,71.75,39.59,10.82%,,1148.03,25.15%,44.54%,19.54%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,荔枝碎碎念,,"	7582192822373023807","头条,星广,7582192822373023807,荔枝碎碎念",总,4b8307d9197c2567aac275ad209c482e,"太带感了！好玩！#自由度高#代入感强#美食系统 #养娃模拟：女儿从三岁开始 #精美立绘 外R","	7584062970214891520",https://douyin.com/video/7584062868325207348,营销号类,2025-12-16,,竖版视频,1140.92,141,25.89,17.02%,47.54,71.14%,41.15%,82.84%,68.25%,0%,0%,62.16%,37.50%,13.83%,10.00%,0%,"男:20,女:115,未知:6","12岁以下:0,12-18岁:35,18-25岁:81,25-40岁:15,40岁以上:2,未知:8",14.18%,69.50%,44.99%,1.67%,8.09,15.72%,25.00%,39.34,26.72%,36.8,47.54,17.02%,,1140.92,41.15%,82.84%,68.25%,0%,0%
FALSE,点点穿书,20260410至20260416,"广点通,快手,百度",,,,"优量汇过,剧情选择,古代市井宫廷恋爱,百度,录屏,种子户过,原始,JB250213周文静43160,快手,内广过,广点通,头条,ZWJLQZLQZ",总,6d72a7c85aa57eb74960c8af0fc42a65,250214回三放过彼此,"	5232338534896484674",http://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/6d/6d72a7c85aa57eb74960c8af0fc42a65.mp4,营销号类,2025-02-15,2025-02-14,竖版视频,1135.71,934,4.53,0.75%,162.24,6.85%,39.82%,60.43%,46.65%,0%,0%,67.59%,24.22%,12.39%,6.10%,0%,"男:106,女:795,未知:33","12岁以下:0,12-18岁:600,18-25岁:268,25-40岁:18,40岁以上:15,未知:33",11.35%,32.23%,0.02%,1.11%,1.22,1.83%,137.25%,16.22,0.00%,0,162.24,0.75%,,1135.71,39.82%,60.43%,46.65%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,快手,百度",,,,"优量汇过,头条,百度,跑量,录屏,高消耗,JB240619苗一情32016,溢价,百度1211,自动版位过,广点通,快手,MYQDXYDXY,剧情互动,古代市井宫廷恋爱,种子户过,内广过",总,ec8b85d3a563e9f83a1ac01ff710469e,241108回三逃婚公主,"	7392203927155703820",https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/ec/ec8b85d3a563e9f83a1ac01ff710469e.mp4,声优类,2024-07-17,2024-07-16,竖版视频,1126.51,619,1.93,2.42%,75.1,21.95%,37.80%,70.42%,104.49%,0%,0%,74.89%,26.19%,8.50%,4.35%,0%,"男:82,女:521,未知:25","12岁以下:0,12-18岁:356,18-25岁:230,25-40岁:10,40岁以上:7,未知:24",13.25%,39.90%,6.83%,0.63%,1.82,7.81%,9.47%,41.72,9.82%,40.23,75.1,2.42%,,1126.51,37.80%,70.42%,104.49%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,fa57206d2b30863996af0e54252a604f,殿上欢，男女双线恋爱养成-男-zyh-250804-3,"	5228116392744016654",http://hwmov.a.kwimgs.com/upic/2025/09/24/11/BMjAyNTA5MjQxMTUyMDlfNTAzODM2ODcwMF8xNzU2Nzk4NDU1MzFfMF8z_b_B6d1672b2c2b216b3ba044623a57135a8.mp4?tag=1-1758758124-unknown-0-lk1tcaxhck-79b45bb68310e7ab&clientCacheKey=3x5kbeb7cd5mgtq_b.mp4&tt=b&di=276628c4&bp=10000,,2025-08-05,,竖版视频,1124.26,210,3.85,8.10%,66.13,68.68%,33.84%,49.04%,91.31%,0%,0%,45.71%,24.39%,11.11%,11.11%,0%,"男:39,女:160,未知:11","12岁以下:0,12-18岁:83,18-25岁:105,25-40岁:3,40岁以上:6,未知:13",18.57%,54.29%,0.00%,0.31%,5.35,18.63%,32.74%,20.44,14.88%,44.97,66.13,8.10%,,1124.26,33.84%,49.04%,91.31%,0%,0%
FALSE,点点穿书,20260410至20260416,"头条,广点通,百度",,,,"HYYLQZLQZ,录屏,JB250407何元野45824,sora素材,通用男频,抖音,内广过,种子户过,剧情素材,百度,快手,施强混剪,原始,优量汇过,广点通,头条",总,32c63e264508a62b3f4cb0c000757eae,260116回三最后真龙,9212527203,https://toufang-public.huixuanjiasu.com/pl_video/32/32c63e264508a62b3f4cb0c000757eae.mp4,营销号类,2026-01-17,2026-01-16,竖版视频,1124.02,117,16.16,13.68%,70.25,53.71%,12.95%,23.42%,20.58%,0%,0%,21.99%,28.57%,10.64%,5.26%,0%,"男:22,女:76,未知:20","12岁以下:0,12-18岁:40,18-25岁:44,25-40岁:6,40岁以上:6,未知:21",18.80%,47.86%,0.40%,1.83%,9.61,4.25%,31.48%,66.12,11.11%,187.34,70.25,13.68%,,1124.02,12.95%,23.42%,20.58%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,小新会火,,"	7478976103307116553","头条,星广,7478976103307116553,小新会火",总,0ed17b387b63681ac56307c8d06c8e76,"这次小说的主角我来当 #小说主角#穿书#点点穿书","	7519122345509896207",https://douyin.com/video/7519122307455094026,营销号类,2025-06-25,,竖版视频,1120.57,259,12.46,8.88%,48.72,55.34%,29.89%,39.89%,53.35%,0%,0%,43.32%,21.12%,9.24%,3.23%,0%,"男:67,女:183,未知:9","12岁以下:0,12-18岁:60,18-25岁:156,25-40岁:26,40岁以上:5,未知:12",25.87%,72.20%,62.02%,3.26%,4.33,7.82%,11.35%,43.1,7.86%,62.25,48.72,8.88%,,1120.57,29.89%,39.89%,53.35%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,碗面,,"	7478976103307116553","头条,星广,7478976103307116553,碗面",总,9834aaf6fb2c358b87b3eafc888e198e,"#点点穿书#将军王妃有喜了 我的互联网诡秘这个真好玩！","	7490020453412421670",https://douyin.com/video/7490020571015679289,解说类,2025-04-06,,竖版视频,1100.39,101,16,13.86%,78.6,79.08%,24.98%,23.09%,8.05%,0%,0%,30.58%,20.88%,7.89%,4.00%,0%,"男:14,女:81,未知:6","12岁以下:0,12-18岁:21,18-25岁:67,25-40岁:5,40岁以上:0,未知:8",13.86%,71.29%,51.04%,1.15%,10.89,10.96%,18.39%,68.77,14.94%,84.65,78.6,13.86%,,1100.39,24.98%,23.09%,8.05%,0%,0%
FALSE,点点穿书,20260410至20260416,"小红书,百度",,,,"抖音,优量汇过,施强混剪,种子户过,内广过,JB250407何元野45824,录屏,头条,快手,百度,HYYMYZMYZ,新lznzcfrl,剧情素材,小红书,补笔记id,note0011,t5,39663",总,a58492c20a74d28c2c547e25acf492ca,251208回三温柔竹马1t5,9282791049,https://toufang-public.oss-cn-beijing.aliyuncs.com/pl_video/a5/a58492c20a74d28c2c547e25acf492ca.mp4,营销号类,,2026-01-17,竖版视频,1081,87,22.63,13.79%,90.08,43.02%,12.67%,17.29%,14.31%,0%,0%,16.76%,22.67%,10.00%,0.00%,0%,"男:20,女:58,未知:11","12岁以下:0,12-18岁:24,18-25岁:45,25-40岁:4,40岁以上:3,未知:12",22.99%,59.77%,0.00%,1.55%,12.43,3.91%,113.79%,32.76,0.00%,0,90.08,13.79%,,1081,12.67%,17.29%,14.31%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,db327504c1a7a4c0d8e1eebf60e4437f,穿书之病娇反派都想占有我-20260113-谷佳鑫-张超群-9-跑量,"	5228397881124805436",http://txmov2.a.kwimgs.com/upic/2026/01/26/15/BMjAyNjAxMjYxNTI5MjdfNTI2ODc0MDAyOF8xODYwMTU0MzE3NzJfMF8z_b_B0bdbff2f4f64d60e861d493740d20fd0.mp4?tag=1-1770422203-unknown-0-svr4963xho-ba8c6437d64343d8&type=hot&clientCacheKey=3xqqnjr7zeq28vc_b.mp4&tt=b&di=276628c4&bp=10000,,2026-02-03,,竖版视频,1068.76,167,4.33,10.78%,59.38,37.40%,20.30%,29.53%,32.10%,0%,0%,31.38%,25.00%,9.49%,9.62%,0%,"男:23,女:135,未知:9","12岁以下:0,12-18岁:53,18-25岁:99,25-40岁:4,40岁以上:2,未知:9",13.77%,62.87%,0.00%,0.48%,6.4,11.79%,34.53%,22.27,20.86%,36.85,59.38,10.78%,,1068.76,20.30%,29.53%,32.10%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,一只茴香,,"	7494538111352356891","头条,星广,7494538111352356891,一只茴香",总,831247dd06d11731d435e3e07de75a75,"修仙人生模拟!修仙我自己来!#点点穿书 #修仙人生模拟","	7535028842719707162",https://douyin.com/video/7535028977103539516,营销号类,2025-08-07,,竖版视频,1066.49,164,18.56,21.95%,29.62,77.68%,46.55%,74.42%,87.91%,0%,0%,81.98%,30.20%,9.62%,5.88%,0%,"男:104,女:56,未知:4","12岁以下:0,12-18岁:25,18-25岁:113,25-40岁:15,40岁以上:4,未知:7",63.41%,80.49%,50.41%,1.20%,6.5,21.82%,27.15%,26.01,18.54%,38.09,29.62,21.95%,,1066.49,46.55%,74.42%,87.91%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,吃瓜陈饱饱,,"	7478976103307116553","头条,星广,7478976103307116553,吃瓜陈饱饱",总,8f5811e2caad3e51b65efc23c5bfdc3c,"#点点穿书 #被病娇囚禁后我混成了团宠 这么多人都在讨论说好玩我要看看","	7488630059243503679",https://douyin.com/video/7488630074288147771,声优类,2025-04-03,,竖版视频,1064.53,252,14.56,9.52%,44.36,64.07%,31.86%,49.61%,54.08%,0%,0%,48.20%,25.91%,11.68%,2.78%,0%,"男:56,女:187,未知:9","12岁以下:0,12-18岁:94,18-25岁:135,25-40岁:10,40岁以上:1,未知:12",22.22%,57.94%,50.87%,1.49%,4.22,20.44%,10.31%,46.28,11.66%,40.94,44.36,9.52%,,1064.53,31.86%,49.61%,54.08%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,夹心喵卷,,"	7478976103307116553","头条,星广,7478976103307116553,夹心喵卷",总,bfb4c088aa059f9d5bb5680ca8c115ee,"全性向三个字的含金量有人懂吗#点点穿书 #男女双线仙侠恋爱养成殿上欢 #全性向 #文游","	7497918779508359219",https://douyin.com/video/7497918871467871547,营销号类,2025-04-30,,竖版视频,1056.97,281,8.76,5.69%,66.06,29.43%,23.88%,35.74%,26.68%,0%,0%,34.55%,21.68%,12.68%,0.00%,0%,"男:71,女:196,未知:14","12岁以下:0,12-18岁:102,18-25岁:153,25-40岁:10,40岁以上:3,未知:13",25.27%,59.07%,36.01%,3.64%,3.76,5.58%,7.35%,58.72,9.39%,45.96,66.06,5.69%,,1056.97,23.88%,35.74%,26.68%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,可乐,,"	7580203729057284132","头条,星广,7580203729057284132,可乐",总,b308b415d6776a57dc1728f25ffe5c39,"#点点穿书 #在末日疯狂囤物资","	7615832398562967567",https://douyin.com/video/7615832381824761521,解说类,2026-03-11,,竖版视频,1054.49,136,151.92,16.91%,45.85,67.97%,43.21%,60.20%,160.32%,0%,0%,101.30%,39.71%,15.56%,6.98%,0%,"男:30,女:102,未知:4","12岁以下:0,12-18岁:41,18-25岁:80,25-40岁:8,40岁以上:1,未知:6",22.06%,65.44%,22.75%,4.55%,7.75,39.24%,17.74%,47.93,12.10%,70.3,45.85,16.91%,,1054.49,43.21%,60.20%,160.32%,0%,0%
FALSE,点点穿书,20260410至20260416,快手,,,,,总,5d379d27e0294fd9fc1dc660c224b084,260209-点点传书-洞思快手-6,"	5250634404515373949",http://hwmov.a.kwimgs.com/upic/2026/02/16/09/BMjAyNjAyMTYwOTUzMjRfMjg2Mzk1NzYxMV8xODc5ODc3NzM5MjJfMF8z_b_Baf54074e787577954dce8bbc02fe4d19.mp4?tag=1-1771645447-unknown-0-cmksmmny32-92823a494ce55341&clientCacheKey=3xwsd8zwqrv3yks_b.mp4&tt=b&di=276628c4&bp=10000,,2026-02-28,,竖版视频,1047.51,214,4.94,13.55%,36.12,52.20%,39.66%,49.30%,0.00%,0%,0%,49.52%,21.99%,7.10%,0%,0%,"男:56,女:147,未知:11","12岁以下:0,12-18岁:70,18-25岁:122,25-40岁:4,40岁以上:3,未知:15",26.17%,60.28%,0.00%,0.64%,4.89,13.87%,33.51%,16.63,20.21%,27.57,36.12,13.55%,,1047.51,39.66%,49.30%,0.00%,0%,0%
FALSE,点点穿书,20260410至20260416,头条,德福,,"	7582192822373023807","头条,星广,7582192822373023807,德福",总,f8b297c490528631383f5d0aff8f56c9,"一起穿进末日世界#点点穿书 #末世生存一百日 #末日 #穿书","	7619346396194865194",https://douyin.com/video/7619346422644079494,真人类,2026-03-23,,竖版视频,1027.19,159,28.22,9.43%,68.48,64.12%,18.11%,31.54%,41.49%,0%,0%,27.20%,24.11%,11.28%,5.48%,0%,"男:81,女:77,未知:1","12岁以下:0,12-18岁:43,18-25岁:102,25-40岁:9,40岁以上:1,未知:4",50.94%,70.44%,71.09%,3.66%,6.46,10.81%,10.42%,68.48,12.50%,57.07,68.48,9.43%,,1027.19,18.11%,31.54%,41.49%,0%,0%
FALSE,点点穿书,20260410至20260416,"快手,百度",,,,"录屏,JB240513孟芫30051,新cszbjfpdxzyw,百度,快手,头条,抖音,聚星,孟芫小组,自营剧情,兼职剪辑,潘智峰,HYYMYZMYZ,原始,溢价",总,6eb5d171c9424a38fa32b658db801f92,250715回三极限拉扯,9212479412,http://toufang-public.huixuanjiasu.com/pl_video/6e/6eb5d171c9424a38fa32b658db801f92.mp4,声优类,2025-07-16,2025-07-15,竖版视频,1025.83,575,6.95,3.30%,53.99,28.86%,40.56%,60.29%,110.98%,0%,0%,67.64%,19.92%,8.81%,6.90%,0%,"男:60,女:490,未知:25","12岁以下:0,12-18岁:276,18-25岁:259,25-40岁:9,40岁以上:5,未知:26",10.43%,47.48%,0.00%,1.64%,1.78,19.10%,24.73%,9,10.63%,20.94,53.99,3.30%,,1025.83,40.56%,60.29%,110.98%,0%,0%
